,"deklination ","stamme"
"φορτίον,5413,false","2.","ο-stamme"
"Φορτουνᾶτος,5415,false","2.","ο-stamme"
"φραγέλλιον,5416,false","2.","ο-stamme"
"φραγμός,5418,false","2.","ο-stamme"
"φρέαρ,5421,false","3.","τ-stamme"
"φρεναπάτης,5423,false","1. (-η)","α-stamme"
"φρήν,5424,false","3.","ν-stamme"
"φρόνημα,5427,false","3.","τ-stamme"
"φρόνησις,5428,false","3.","ι-stamme"
"φρύγανον,5434,false","2.","ο-stamme"
"Φρυγία,5435,false","1. (-ᾱ)","α-stamme"
"Φύγελος,5436,false","2.","ο-stamme"
"φυγή,5437,false","1. (-η)","α-stamme"
"φυλακή,5438,false","1. (-η)","α-stamme"
"φυλακτήριον,5440,false","2.","ο-stamme"
"φύλαξ,5441,false","3.","κ-stamme"
"φυλή,5443,false","1. (-η)","α-stamme"
"φύλλον,5444,false","2.","ο-stamme"
"φύραμα,5445,false","3.","τ-stamme"
"φύσις,5449,false","3.","ι-stamme"
"φυσίωσις,5450,false","3.","ι-stamme"
"φυτεία,5451,false","1. (-ᾱ)","α-stamme"
"φωλεός,5454,false","2.","ο-stamme"
"φωνή,5456,false","1. (-η)","α-stamme"
"φῶς,5457,false","3.","τ-stamme"
"φωστήρ,5458,false","3.","ρ-stamme"
"φωτισμός,5462,false","2.","ο-stamme"
"χάλαζα,5464,false","1. (-ᾰ)","α-stamme"
"Χαλδαῖος,5466,false","2.","ο-stamme"
"χαλινός,5469,false","2.","ο-stamme"
"χαλκεύς,5471,false","3.","ευ-stamme"
"χαλκηδών,5472,false","3.","ν-stamme"
"χαλκίον,5473,false","2.","ο-stamme"
"χαλκολίβανον,5474,false","2.","ο-stamme"
"χαλκός,5475,false","2.","ο-stamme"
"χαρά,5479,false","1. (-ᾱ)","α-stamme"
"χάραγμα,5480,false","3.","τ-stamme"
"χαρακτήρ,5481,false","3.","ρ-stamme"
"χάραξ,5482,false","3.","κ-stamme"
"χάρις,5485,false","3.","ι-stamme"
"χάρισμα,5486,false","3.","τ-stamme"
"χάρτης,5489,false","2.","ο-stamme"
"χάσμα,5490,false","3.","τ-stamme"
"χεῖλος,5491,false","3.","ς-stamme"
"χείμαρρος,5493,false","2.","ο-stamme"
"χειμών,5494,false","3.","ν-stamme"
"χείρ,5495,false","3.","ρ-stamme"
"χειραγωγός,5497,false","2.","ο-stamme"
"χειρόγραφον,5498,false","2.","ο-stamme"
"χῆρος,5503,false","2.","ο-stamme"
"χιλίαρχος,5506,false","2.","ο-stamme"
"χιλιάς,5505,false","3.","δ-stamme"
"Χίος,5508,false","2.","ο-stamme"
"χιτών,5509,false","3.","ν-stamme"
"χιών,5510,false","3.","ν-stamme"
"χλαμύς,5511,false","3.","υ-stamme"
"Χλόη,5514,false","1. (-η)","α-stamme"
"χοῖνιξ,5518,false","3.","κ-stamme"
"χοῖρος,5519,false","2.","ο-stamme"
"χολή,5521,false","1. (-η)","α-stamme"
"χορός,5525,false","2.","ο-stamme"
"χόρτασμα,5527,false","3.","τ-stamme"
"χόρτος,5528,false","2.","ο-stamme"
"Χουζᾶς,5529,false","1. (-ᾱ)","α-stamme"
"χοῦς,5522,false","3.","ου-stamme"
"χρεία,5532,false","1. (-ᾱ)","α-stamme"
"χρεοφειλέτης,5533,false","1. (-η)","α-stamme"
"χρῆμα,5536,false","3.","τ-stamme"
"χρηματισμός,5538,false","2.","ο-stamme"
"χρῆσις,5540,false","3.","ι-stamme"
"χρηστολογία,5542,false","1. (-ᾱ)","α-stamme"
"χρηστότης,5544,false","3.","τ-stamme"
"χρῖσμα,5545,false","3.","τ-stamme"
"Χριστιανός,5546,false","2.","ο-stamme"
"Χριστός,5547,false","2.","ο-stamme"
"χρόνος,5550,false","2.","ο-stamme"
"χρυσίον,5553,false","2.","ο-stamme"
"χρυσόλιθος,5555,false","2.","ο-stamme"
"χρυσόπρασος,5556,false","2.","ο-stamme"
"χρυσός,5557,false","2.","ο-stamme"
"χρώς,5559,false","3.","τ-stamme"
"χώρα,5561,false","1. (-ᾱ)","α-stamme"
"χωρίον,5564,false","2.","ο-stamme"
"χῶρος (II),5566,false","2.","ο-stamme"
"ψαλμός,5568,false","2.","ο-stamme"
"ψευδάδελφος,5569,false","2.","ο-stamme"
"ψευδαπόστολος,5570,false","2.","ο-stamme"
"ψευδοδιδάσκαλος,5572,false","2.","ο-stamme"
"ψευδομαρτυρία,5577,false","1. (-ᾱ)","α-stamme"
"ψευδόμαρτυς,5575,false","3.","ρ-stamme"
"ψευδοπροφήτης,5578,false","1. (-η)","α-stamme"
"ψεῦδος,5579,false","2.","ο-stamme"
"ψευδόχριστος,5580,false","2.","ο-stamme"
"ψεῦσμα,5582,false","3.","τ-stamme"
"ψεύστης,5583,false","1. (-η)","α-stamme"
"ψῆφος,5586,false","2.","ο-stamme"
"ψιθυρισμός,5587,false","2.","ο-stamme"
"ψιθυριστής,5588,false","1. (-η)","α-stamme"
"ψιχίον,5589,false","2.","ο-stamme"
"ψυχή,5590,false","1. (-η)","α-stamme"
"ψῦχος,5592,false","3.","ς-stamme"
"ψωμίον,5596,false","2.","ο-stamme"
"ᾠδή,5603,false","1. (-η)","α-stamme"
"ὠδίν,5604,false","3.","ν-stamme"
"ὦμος,5606,false","2.","ο-stamme"
"ᾠόν,5609,false","2.","ο-stamme"
"ὥρα,5610,false","1. (-ᾱ)","α-stamme"
"ὠτάριον,5621,true","2.","ο-stamme"
"ὠτίον,5621,false","2.","ο-stamme"
"ὠφέλεια,5622,false","1. (-ᾱ)","α-stamme"
